Avery froze a girl on a bed beside a table in the room .	* room ( x _ 12 ) ; freeze . agent ( x _ 1 , Avery ) AND freeze . theme ( x _ 1 , x _ 3 ) AND girl ( x _ 3 ) AND girl . nmod . on ( x _ 3 , x _ 6 ) AND bed ( x _ 6 ) AND bed . nmod . beside ( x _ 6 , x _ 9 ) AND table ( x _ 9 ) AND table . nmod . in ( x _ 9 , x _ 12 )	PP_3
A cat froze a cookie on a bible beside a toy in the car .	* car ( x _ 13 ) ; cat ( x _ 1 ) AND freeze . agent ( x _ 2 , x _ 1 ) AND freeze . theme ( x _ 2 , x _ 4 ) AND cookie ( x _ 4 ) AND cookie . nmod . on ( x _ 4 , x _ 7 ) AND bible ( x _ 7 ) AND bible . nmod . beside ( x _ 7 , x _ 10 ) AND toy ( x _ 10 ) AND toy . nmod . in ( x _ 10 , x _ 13 )	PP_3
A baby heard a chicken on the table in a house in the car .	* table ( x _ 7 ) ; * car ( x _ 13 ) ; baby ( x _ 1 ) AND hear . agent ( x _ 2 , x _ 1 ) AND hear . theme ( x _ 2 , x _ 4 ) AND chicken ( x _ 4 ) AND chicken . nmod . on ( x _ 4 , x _ 7 ) AND table . nmod . in ( x _ 7 , x _ 10 ) AND house ( x _ 10 ) AND house . nmod . in ( x _ 10 , x _ 13 )	PP_3
The writer served a strawberry beside the worm in a envelope on a booklet to the cat .	* writer ( x _ 1 ) ; * worm ( x _ 7 ) ; * cat ( x _ 16 ) ; serve . agent ( x _ 2 , x _ 1 ) AND serve . theme ( x _ 2 , x _ 4 ) AND serve . recipient ( x _ 2 , x _ 16 ) AND strawberry ( x _ 4 ) AND strawberry . nmod . beside ( x _ 4 , x _ 7 ) AND worm . nmod . in ( x _ 7 , x _ 10 ) AND envelope ( x _ 10 ) AND envelope . nmod . on ( x _ 10 , x _ 13 ) AND booklet ( x _ 13 )	PP_3
A bunny packed a balloon beside a throne in the house beside a table .	* house ( x _ 10 ) ; bunny ( x _ 1 ) AND pack . agent ( x _ 2 , x _ 1 ) AND pack . theme ( x _ 2 , x _ 4 ) AND balloon ( x _ 4 ) AND balloon . nmod . beside ( x _ 4 , x _ 7 ) AND throne ( x _ 7 ) AND throne . nmod . in ( x _ 7 , x _ 10 ) AND house . nmod . beside ( x _ 10 , x _ 13 ) AND table ( x _ 13 )	PP_3
Olivia cooked the tourist beside a stage on a book in the garden .	* tourist ( x _ 3 ) ; * garden ( x _ 12 ) ; cook . agent ( x _ 1 , Olivia ) AND cook . theme ( x _ 1 , x _ 3 ) AND tourist . nmod . beside ( x _ 3 , x _ 6 ) AND stage ( x _ 6 ) AND stage . nmod . on ( x _ 6 , x _ 9 ) AND book ( x _ 9 ) AND book . nmod . in ( x _ 9 , x _ 12 )	PP_3
The boy rolled a present in a box beside a stage in a house .	* boy ( x _ 1 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND present ( x _ 4 ) AND present . nmod . in ( x _ 4 , x _ 7 ) AND box ( x _ 7 ) AND box . nmod . beside ( x _ 7 , x _ 10 ) AND stage ( x _ 10 ) AND stage . nmod . in ( x _ 10 , x _ 13 ) AND house ( x _ 13 )	PP_3
The boy helped a donut beside the road in the house on the table .	* boy ( x _ 1 ) ; * road ( x _ 7 ) ; * house ( x _ 10 ) ; * table ( x _ 13 ) ; help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , x _ 4 ) AND donut ( x _ 4 ) AND donut . nmod . beside ( x _ 4 , x _ 7 ) AND road . nmod . in ( x _ 7 , x _ 10 ) AND house . nmod . on ( x _ 10 , x _ 13 )	PP_3
The mouse juggled the boy beside the car in a refrigerator beside the tree .	* mouse ( x _ 1 ) ; * boy ( x _ 4 ) ; * car ( x _ 7 ) ; * tree ( x _ 13 ) ; juggle . agent ( x _ 2 , x _ 1 ) AND juggle . theme ( x _ 2 , x _ 4 ) AND boy . nmod . beside ( x _ 4 , x _ 7 ) AND car . nmod . in ( x _ 7 , x _ 10 ) AND refrigerator ( x _ 10 ) AND refrigerator . nmod . beside ( x _ 10 , x _ 13 )	PP_3
The cat gave Lucas the penny on a tray on a sheet on a cushion .	* cat ( x _ 1 ) ; * penny ( x _ 5 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , Lucas ) AND give . theme ( x _ 2 , x _ 5 ) AND penny . nmod . on ( x _ 5 , x _ 8 ) AND tray ( x _ 8 ) AND tray . nmod . on ( x _ 8 , x _ 11 ) AND sheet ( x _ 11 ) AND sheet . nmod . on ( x _ 11 , x _ 14 ) AND cushion ( x _ 14 )	PP_3
Benjamin offered the cake in the cart beside a house beside the piano to Henry .	* cake ( x _ 3 ) ; * cart ( x _ 6 ) ; * piano ( x _ 12 ) ; offer . agent ( x _ 1 , Benjamin ) AND offer . theme ( x _ 1 , x _ 3 ) AND offer . recipient ( x _ 1 , Henry ) AND cake . nmod . in ( x _ 3 , x _ 6 ) AND cart . nmod . beside ( x _ 6 , x _ 9 ) AND house ( x _ 9 ) AND house . nmod . beside ( x _ 9 , x _ 12 )	PP_3
Emma gave a rose beside the helicopter on a stage on a couch to a boy .	* helicopter ( x _ 6 ) ; give . agent ( x _ 1 , Emma ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 15 ) AND rose ( x _ 3 ) AND rose . nmod . beside ( x _ 3 , x _ 6 ) AND helicopter . nmod . on ( x _ 6 , x _ 9 ) AND stage ( x _ 9 ) AND stage . nmod . on ( x _ 9 , x _ 12 ) AND couch ( x _ 12 ) AND boy ( x _ 15 )	PP_3
A bunny gave Emma a cake beside a sailor on the table beside a stage .	* table ( x _ 11 ) ; bunny ( x _ 1 ) AND give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , Emma ) AND give . theme ( x _ 2 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod . beside ( x _ 5 , x _ 8 ) AND sailor ( x _ 8 ) AND sailor . nmod . on ( x _ 8 , x _ 11 ) AND table . nmod . beside ( x _ 11 , x _ 14 ) AND stage ( x _ 14 )	PP_3
Emma fed the cake on a bed beside the stage on the box to Samuel .	* cake ( x _ 3 ) ; * stage ( x _ 9 ) ; * box ( x _ 12 ) ; feed . agent ( x _ 1 , Emma ) AND feed . theme ( x _ 1 , x _ 3 ) AND feed . recipient ( x _ 1 , Samuel ) AND cake . nmod . on ( x _ 3 , x _ 6 ) AND bed ( x _ 6 ) AND bed . nmod . beside ( x _ 6 , x _ 9 ) AND stage . nmod . on ( x _ 9 , x _ 12 )	PP_3
The girl liked the cake on the stool beside a table beside the stage .	* girl ( x _ 1 ) ; * cake ( x _ 4 ) ; * stool ( x _ 7 ) ; * stage ( x _ 13 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND cake . nmod . on ( x _ 4 , x _ 7 ) AND stool . nmod . beside ( x _ 7 , x _ 10 ) AND table ( x _ 10 ) AND table . nmod . beside ( x _ 10 , x _ 13 )	PP_3
